City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,oodweyne,9.4092,45.064,20.2,41,87,3.86,SO,1700958117
364,sitangkai,4.6628,119.3928,28.37,78,100,4.77,PH,1700958118
365,russas,-4.9403,-37.9758,25.91,74,1,4.51,BR,1700958119
366,nelson bay,-32.7167,152.15,28.38,64,78,1.34,AU,1700958119
367,pangkalanbuun,-2.6833,111.6167,25.13,90,98,0.71,ID,1700958120
368,cockburn town,21.4612,-71.1419,26.93,73,67,8.71,TC,1700958121
369,slave lake,55.2834,-114.769,-2.01,74,0,5.14,CA,1700958122
370,moose jaw,50.4001,-105.5344,0.14,80,100,9.26,CA,1700958123
371,huai'an,33.5886,119.0192,8.36,76,96,1.81,CN,1700958124
372,smithers,54.7804,-127.1743,1.18,100,100,1.03,CA,1700958124
373,kristiansund,63.1115,7.732,2.36,87,75,2.06,NO,1700958126
374,san julian,21.0167,-102.1667,16.97,29,3,3.8,MX,1700958127
375,kamaishi,39.2667,141.8833,5.2,60,43,2.43,JP,1700958127
376,riosucio,5.4216,-75.7032,15.29,96,89,0.45,CO,1700958128
377,tralee,52.2704,-9.7026,9.32,94,100,2.69,IE,1700958129
378,krasnyy yar,46.5331,48.3456,7.96,82,80,3.87,RU,1700958130
379,zell am see,47.3256,12.7944,-0.26,48,100,2.52,AT,1700958131
380,boa vista,2.8197,-60.6733,26.99,83,75,1.03,BR,1700958132
381,togur,58.3631,82.8265,-7.14,94,96,3.58,RU,1700958133
382,serpa,37.9458,-7.5975,6.98,79,22,1.33,PT,1700958127
383,howrah,22.5892,88.3103,19.0,82,20,2.57,IN,1700958134
384,istmina,5.1605,-76.684,24.29,92,59,1.36,CO,1700958135
385,sinop,41.7711,34.8709,11.68,73,96,10.03,TR,1700958136
386,chokwe,-24.5333,32.9833,22.09,99,13,2.29,MZ,1700958137
387,fortuna,40.5982,-124.1573,12.21,68,0,0.0,US,1700957843
388,mandalgovi,45.7625,106.2708,-7.67,70,100,5.51,MN,1700958139
389,puerto ayacucho,5.6639,-67.6236,24.1,93,100,0.52,VE,1700958141
390,dhulia,20.9,74.7833,23.21,54,35,3.63,IN,1700958142
391,gorey,52.6747,-6.2925,9.15,85,100,3.31,IE,1700958143
392,aioun,16.6614,-9.6149,23.11,15,0,4.06,MR,1700958144
393,fale old settlement,-9.3852,-171.2468,28.99,70,95,2.61,TK,1700958145
394,bhimunipatnam,17.8833,83.4333,24.73,78,30,3.12,IN,1700958146
395,blythe,33.6103,-114.5964,19.25,18,0,4.63,US,1700957954
396,manakara,-22.1333,48.0167,24.11,87,99,3.55,MG,1700958148
397,nuuk,64.1835,-51.7216,1.34,75,100,17.49,GL,1700958149
398,papao,-17.75,-149.55,30.82,75,52,10.15,PF,1700958149
399,plettenberg bay,-34.0527,23.3716,16.13,88,29,0.85,ZA,1700958150
400,upper hutt,-41.1383,175.0502,16.9,47,59,3.53,NZ,1700958151
401,el porvenir,13.7617,-87.3458,26.63,78,53,2.05,HN,1700958152
402,rosa zarate,0.3333,-79.4667,24.85,91,96,1.24,EC,1700958153
403,erenhot,43.6475,111.9767,-7.01,82,100,3.73,CN,1700958154
404,aldan,58.6031,125.3894,-24.1,95,100,3.33,RU,1700958155
405,isen,48.212,12.0567,0.87,98,100,5.42,DE,1700958156
406,lensk,60.7253,114.9278,-29.48,100,99,1.52,RU,1700958157
407,n'zeto,-7.2312,12.8666,25.4,86,100,2.02,AO,1700958158
408,sisimiut,66.9395,-53.6735,-3.08,79,16,4.82,GL,1700958159
409,harper,4.375,-7.7169,25.55,87,19,3.63,LR,1700957976
410,newman,37.3138,-121.0208,16.27,43,0,1.34,US,1700958160
411,harstad,68.799,16.5293,-0.47,91,93,0.44,NO,1700958161
412,saint-gaudens,43.0833,0.6667,-1.1,72,46,0.96,FR,1700958162
413,palikir - national government center,6.9248,158.1611,25.47,100,100,3.6,FM,1700958163
414,gazli,40.1333,63.45,11.71,32,96,5.66,UZ,1700958164
415,mawlaik,23.6333,94.4167,16.42,98,34,0.64,MM,1700958165
416,ghat,24.9647,10.1728,13.47,44,0,0.58,LY,1700958166
417,viedma,-40.8135,-62.9967,24.09,37,33,3.98,AR,1700957948
418,mbandaka,0.0487,18.2603,21.38,97,96,1.6,CD,1700958169
419,riverside,33.7333,-116.0508,16.6,21,0,2.57,US,1700957983
420,deniliquin,-35.5333,144.9667,18.94,62,53,3.76,AU,1700958170
421,dakhla,23.6848,-15.958,19.24,85,52,7.4,EH,1700958171
422,scherpenheuvel,50.9803,4.9775,5.77,92,20,4.63,BE,1700958172
423,snezhinsk,56.085,60.7314,-3.91,96,99,2.24,RU,1700958173
424,homer,59.6425,-151.5483,6.13,88,100,1.34,US,1700958173
425,al khaburah,23.9886,57.0984,24.78,64,23,0.78,OM,1700958174
426,alvorada,-12.48,-49.1247,28.93,45,42,1.68,BR,1700958175
427,stephenville,32.2207,-98.2023,12.07,76,100,3.09,US,1700958176
428,saudarkrokur,65.7461,-19.6394,3.96,86,100,2.57,IS,1700958176
429,petropavlovskaya,45.0819,40.4512,12.86,68,100,2.5,RU,1700958177
430,markovo,57.3206,107.0881,-20.22,98,93,1.27,RU,1700958178
431,malvan,16.0667,73.4667,25.62,79,57,2.23,IN,1700958179
432,presque isle,46.6811,-68.0159,-5.01,70,0,4.12,US,1700958180
433,gaiman,-43.2897,-65.4929,27.76,9,39,4.79,AR,1700958180
434,constitucion,-35.3333,-72.4167,13.37,92,22,5.48,CL,1700958181
435,noumea,-22.2763,166.4572,28.99,64,92,6.71,NC,1700958176
436,medina,24.4686,39.6142,22.24,64,0,2.06,SA,1700958183
437,humpolec,49.5415,15.3593,-0.75,90,99,5.6,CZ,1700958184
438,sawakin,19.1059,37.3321,27.36,74,78,1.6,SD,1700958184
439,lazaro cardenas,17.9583,-102.2,26.46,73,0,2.04,MX,1700958185
440,ghadamis,30.1337,9.5007,11.28,46,3,1.54,LY,1700958186
441,tazovsky,67.4667,78.7,-20.62,89,18,4.9,RU,1700958187
442,uttarkashi,30.7333,78.45,14.22,23,96,1.59,IN,1700958188
443,praia da vitoria,38.7333,-27.0667,19.31,100,75,7.24,PT,1700958189
444,el jadid,33.2549,-8.506,16.53,69,3,3.09,MA,1700958190
445,ayr,55.4627,-4.6339,-0.01,86,40,3.6,GB,1700958192
446,minas de marcona,-15.2119,-75.1103,15.37,82,67,5.32,PE,1700958193
447,shahritus,37.2637,68.1385,13.44,21,100,1.05,TJ,1700958194
448,kapit,2.0167,112.9333,23.59,99,100,0.47,MY,1700958194
449,moron,-34.6534,-58.6198,22.78,74,6,4.92,AR,1700958167
450,tete,-16.1564,33.5867,30.05,51,40,0.0,MZ,1700958196
451,siwa oasis,29.2041,25.5195,14.81,37,0,4.71,EG,1700958197
452,vila do maio,15.1333,-23.2167,24.44,71,3,7.22,CV,1700958198
453,tolanaro,-25.0319,46.9987,24.04,83,20,7.2,MG,1700958198
454,satun,6.8333,100.0,23.0,99,100,2.14,TH,1700958199
455,menzelinsk,55.7271,53.1026,-1.55,90,100,4.02,RU,1700958200
456,kone,-21.0595,164.8658,27.38,55,97,0.96,NC,1700958201
457,agat village,13.3886,144.6585,31.52,82,75,8.23,GU,1700958202
458,norfolk,42.1668,-71.2495,0.54,61,0,0.0,US,1700958039
459,nema,57.5067,50.5011,-2.0,93,94,2.45,RU,1700958204
460,san,13.3034,-4.8956,26.17,13,92,1.87,ML,1700958205
461,montrose,38.4166,-108.2673,-5.83,87,82,0.71,US,1700958206
462,carbonear,47.7332,-53.2148,-0.77,73,82,4.81,CA,1700958206
463,chulakkurgan,43.765,69.1814,2.78,77,100,0.88,KZ,1700958207
464,babruysk,53.15,29.2333,-3.1,98,75,2.2,BY,1700958209
465,candelaria,13.9311,121.4233,25.77,91,98,3.57,PH,1700958210
466,amarante do maranhao,-5.5667,-46.7422,26.32,57,36,1.1,BR,1700958211
467,iskateley,67.6803,53.1512,-21.53,99,85,2.11,RU,1700958213
468,rodez,44.5,2.5833,-1.09,100,0,0.0,FR,1700958214
469,santa rosa,14.3122,121.1114,28.38,84,80,5.56,PH,1700958215
470,tual,-5.6667,132.75,27.87,77,100,1.84,ID,1700958215
471,tongouson,5.0214,120.1328,28.3,78,100,4.39,PH,1700958216
472,tobelo,1.7284,128.0095,28.32,77,95,1.18,ID,1700958028
473,acarau,-2.8856,-40.12,26.93,72,15,6.75,BR,1700958218
474,newcastle,-32.9272,151.7765,29.16,58,52,9.26,AU,1700958219
475,kauhava,63.103,23.0713,-7.74,98,95,1.02,FI,1700958220
476,sitges,41.2351,1.8119,14.61,84,72,1.34,ES,1700958196
477,khandyga,62.6667,135.6,-41.53,100,93,0.25,RU,1700958221
478,nogliki,51.8333,143.1667,-17.03,67,5,9.39,RU,1700958222
479,zhezqazghan,47.7833,67.7667,-0.42,56,100,3.46,KZ,1700958223
480,happy valley-goose bay,53.3168,-60.3315,-7.83,62,75,5.14,CA,1700958223
481,vrede,-27.4257,29.1659,16.22,74,76,0.84,ZA,1700958224
482,dwarka,22.2394,68.9678,25.7,66,83,1.8,IN,1700958225
483,el alto,-4.2714,-81.2147,20.81,80,10,7.62,PE,1700958226
484,doume,4.2333,13.45,21.22,91,76,1.4,CM,1700958227
485,saint-pierre,-21.3393,55.4781,21.82,68,0,1.54,RE,1700958228
486,oblivskaya,48.5362,42.5014,9.12,91,100,5.52,RU,1700958229
487,along,28.1667,94.7667,11.51,63,0,0.84,IN,1700958229
488,gaigeturi,33.4644,126.3183,9.03,61,20,0.51,KR,1700958230
489,verdal,63.7933,11.4817,-7.98,90,46,1.45,NO,1700958231
490,dodola,6.9833,39.1833,9.66,77,15,0.99,ET,1700958231
491,kirakira,-10.4544,161.9205,29.23,77,95,3.95,SB,1700958232
492,merke,42.8728,73.1786,8.51,47,71,2.5,KZ,1700958233
493,north platte,41.1239,-100.7654,-4.94,76,100,6.17,US,1700958234
494,yuli,9.6989,10.2744,28.5,55,73,1.46,NG,1700958235
495,yaren,-0.5472,166.916,29.09,69,74,2.16,NR,1700958235
496,mezhdurechenskiy,59.6,65.9333,-11.93,99,91,1.45,RU,1700958236
497,lodwar,3.1191,35.5973,28.15,55,50,5.67,KE,1700958237
498,mae hong son,19.3003,97.9685,20.08,100,75,0.0,TH,1700958238
499,island harbour,50.724,-1.2758,2.74,90,100,1.26,GB,1700958239
500,nar'yan-mar,67.6713,53.087,-21.44,99,85,2.14,RU,1700958240
501,christchurch,-43.5333,172.6333,20.3,55,2,2.06,NZ,1700957914
502,mogadishu,2.0371,45.3438,27.69,77,85,7.0,SO,1700958241
503,northam,51.0333,-4.2167,8.14,85,100,3.32,GB,1700958242
504,kosh-agach,50.0,88.6667,-13.72,93,88,0.84,RU,1700958243
505,urucara,-2.5364,-57.76,27.15,68,99,0.91,BR,1700958244
506,selfoss,63.9331,-20.9971,5.1,90,100,2.13,IS,1700958245
507,roma,43.2128,-75.4557,0.53,81,0,1.54,US,1700957964
508,kratie,12.4881,106.0188,24.58,79,98,3.64,KH,1700958247
509,mettur,11.8,77.8,21.84,96,46,1.99,IN,1700958248
510,morro do chapeu,-11.55,-41.1561,21.45,56,3,5.35,BR,1700958249
511,flying fish cove,-10.4217,105.6791,25.82,83,100,2.57,CX,1700958250
512,jabat,7.75,168.9751,28.19,77,51,8.66,MH,1700958251
513,suva,-18.1416,178.4415,26.71,74,75,2.06,FJ,1700958251
514,khash,28.2211,61.2158,8.94,90,2,2.04,IR,1700958252
515,cannonvale,-20.2833,148.7,25.66,72,100,3.41,AU,1700958253
516,codrington,-38.2667,141.9667,14.29,82,100,6.74,AU,1700958254
517,inyonga,-6.7167,32.0667,20.14,82,94,1.04,TZ,1700958255
518,savonlinna,61.8699,28.88,-16.97,85,0,1.03,FI,1700958256
519,conde,-7.2597,-34.9075,24.7,78,0,3.09,BR,1700958257
520,leominster,42.5251,-71.7598,-0.83,60,0,0.45,US,1700958258
521,kuloy,61.0305,42.4925,-14.95,98,89,0.57,RU,1700958259
522,ati,13.2154,18.3353,28.24,18,97,3.79,TD,1700958261
523,rio grande,-32.035,-52.0986,18.06,76,20,4.77,BR,1700958262
524,saldanha,-33.0117,17.9442,15.03,84,5,5.89,ZA,1700958263
525,hazebrouck,50.7237,2.5373,7.83,89,99,4.09,FR,1700958263
526,talara,-4.5772,-81.2719,22.42,78,0,7.72,PE,1700958264
527,camiri,-20.05,-63.5167,23.22,63,99,0.8,BO,1700958265
528,babaita,44.1667,25.3833,1.88,99,100,5.29,RO,1700958267
529,cabugao,17.7931,120.4578,27.92,73,5,2.31,PH,1700958268
530,mogocha,53.7333,119.7667,-26.38,97,45,0.91,RU,1700958269
531,manokwari,-0.8667,134.0833,28.43,72,70,3.05,ID,1700958270
532,waddan,29.1614,16.139,13.97,48,0,4.54,LY,1700958271
533,alliance,40.9153,-81.1059,2.95,54,49,2.21,US,1700958272
534,lavington,-36.05,146.9333,22.15,54,21,4.01,AU,1700958272
535,linevo,54.4589,83.3764,-4.26,94,91,4.4,RU,1700958273
536,solnechnyy,50.7214,136.6319,-18.47,74,4,1.14,RU,1700958274
537,vila franca do campo,37.7167,-25.4333,19.23,99,97,5.84,PT,1700958275
538,antonio enes,-16.2325,39.9086,24.2,86,42,3.4,MZ,1700958276
539,okhotsk,59.3833,143.3,-22.92,84,78,10.26,RU,1700958277
540,curaca,-8.9903,-39.9094,30.97,25,4,8.38,BR,1700958278
541,beau vallon,-20.4189,57.6953,22.9,94,75,1.03,MU,1700958279
542,ponta delgada,37.7333,-25.6667,19.4,94,75,5.66,PT,1700958280
543,arkhara,49.4212,130.0842,-23.48,98,30,0.47,RU,1700958281
544,mili,6.0815,171.735,28.5,79,37,7.1,MH,1700958282
545,udgir,18.3833,77.1167,20.3,86,45,2.3,IN,1700958282
546,manaure,11.7751,-72.4445,28.8,72,11,7.66,CO,1700958283
547,tres lagoas,-20.7511,-51.6783,25.24,63,68,3.21,BR,1700958284
548,el calafate,-50.3408,-72.2768,7.37,72,2,10.16,AR,1700958286
549,puerto lempira,15.2667,-83.7667,28.08,78,40,3.6,HN,1700958287
550,longjiang,47.3303,123.1836,-16.55,95,16,1.45,CN,1700958288
551,port augusta,-32.5,137.7667,22.09,49,2,5.95,AU,1700958218
552,kibondo,-3.5864,30.7203,16.4,94,100,1.39,TZ,1700958289
553,encheng,22.1839,112.3026,18.99,83,26,1.52,CN,1700958290
554,yorosso,12.3536,-4.7761,24.65,19,100,1.56,ML,1700958291
555,jayapura,-2.5333,140.7,29.66,75,99,1.3,ID,1700958292
556,barakani,-12.1356,44.4317,26.72,76,100,2.46,KM,1700958292
